blue blue 1 z 0.8214907849996962
red blue 0 slash 0.8285076120000667
green green 1 z 0.8199540959999467
yellow green 0 slash 0.8679672640000717
red blue 0 slash 0.741129144000297
green green 1 z 0.7409117349998269
blue red 0 slash 0.6692659790001017
red green 0 slash 0.7012724659998639
red blue 0 slash 0.6448389809997934
yellow blue 0 slash 0.7248091920000661
yellow green 0 slash 0.5968614359999265
green blue 0 slash 0.6848827509998046
yellow green 0 slash 0.8129481210003178
red blue 0 slash 0.7812596329999906
green blue 0 slash 0.6207563230000233
yellow blue 0 slash 0.7168908730000112
yellow yellow 1 z 0.684807716999785
yellow red 0 slash 0.6683133540000199
green yellow 0 slash 0.7568960329999754
blue blue 1 z 0.8372512070000084
