red yellow 0 slash 0.8295721439999397
green yellow 0 slash 0.6914280539999709
blue yellow 0 slash 0.6199206870001035
green blue 0 slash 0.6685481770000479
blue blue 1 z 0.6764660999997432
yellow blue 0 slash 0.7237190420000843
yellow blue 0 slash 1.0043837849998454
red blue 0 slash 0.6043360170001506
yellow yellow 1 z 0.8833984889997737
blue blue 1 z 0.7247510759998477
green red 0 slash 0.7165321379998204
yellow green 0 slash 0.8922330169998531
red red 1 z 0.7084662870001921
yellow blue 0 slash 0.7082570520001354
yellow red 0 slash 0.7241991959999723
yellow blue 0 slash 0.5562193270002354
green blue 0 slash 0.7241081520000989
red green 0 slash 0.7161483919999228
green green 1 z 0.7802555949997441
green red 0 slash 0.7002326359997824
