green red 0 slash 1.0289929930004291
red green 0 slash 1.2971800389932469
red yellow 0 slash 0.8376768669986632
blue blue 1 z 0.6987869199947454
red yellow 0 slash 0.6676066700019874
blue red 0 slash 0.7841116360068554
red green 0 slash 0.8089126589911757
red red 1 z 1.1395985560084227
green blue 0 slash 0.9450610289932229
green green 1 z 0.9394836159917759
green red 0 slash 0.8303606689878507
blue green 0 slash 1.737656169992988
yellow yellow 1 z 0.9773958199948538
yellow yellow 1 z 0.7994331779918866
yellow green 0 slash 1.0926665349979885
red yellow 0 slash 1.4310170069948072
green yellow 0 slash 0.6501152300043032
yellow green 0 slash 0.6860482299962314
green red 0 slash 0.8834836210007779
red green 0 slash 0.7155729710066225
