red yellow 0 slash 0.6688067280047107
green red 0 slash 0.7093836659914814
green red 0 slash 1.33906672601006
red blue 0 slash 1.237795068998821
yellow blue 0 slash 0.545039420001558
yellow yellow 1 z 0.8434212030115305
blue yellow 0 slash 0.7084180590027245
yellow green 0 slash 0.5792359309998574
yellow green 0 slash 0.7093924560031155
red green 0 slash 0.6236735180136748
blue yellow 0 slash 0.9404054789920337
yellow yellow 1 z 0.6875921049941098
blue green 0 slash 0.8075957230030326
yellow yellow 1 z 0.8116235180059448
red yellow 0 slash 0.9489497350004967
blue red 0 slash 0.498321847000625
blue red 0 slash 0.7136025869986042
blue blue 1 z 1.0560590219974983
blue yellow 0 slash 0.37911560700740665
green blue 0 slash 0.6596544849890051
