red green 0 slash 1.4690745279999646
green yellow 0 slash 1.2391917790000093
green green 1 z 0.816581455000005
blue red 0 slash 0.5300290520000317
green red 0 slash 0.7627067550000106
green yellow 0 slash 0.7129223620000289
blue red 0 slash 0.6538214520000452
green red 0 slash 1.6525056239999572
yellow yellow 1 z 0.667944580999972
red red 1 z 0.8484993110000119
green blue 0 slash 0.8304967470000406
red red 1 z 0.5643080479999867
yellow yellow 1 z 0.7888636849999671
green yellow 0 slash 1.9193307740000023
blue red 0 slash 0.6582653529999902
yellow green 0 slash 0.7344846709999615
green yellow 0 slash 2.7915434099999743
red blue 0 slash 0.8525550740000085
green green 1 z 0.6864579530000015
yellow blue 0 slash 1.8261215640000046
