blue green 0 slash 0.697626137000043
yellow yellow 1 z 0.6814724570001545
green blue 0 slash 0.5583203829999093
blue green 0 slash 0.8374012009999205
yellow red 0 slash 0.6521341390000543
green red 0 slash 0.6217249290000382
yellow green 0 slash 0.6556297690001429
red yellow 0 slash 0.5586918599999535
green red 0 slash 0.6910521400000107
yellow yellow 1 z 0.8372307949998685
red red 1 z 0.8113602350001656
green blue 0 slash 0.7275603040000078
yellow yellow 1 z 0.7522703870001806
yellow red 0 slash 0.609761791999972
blue red 0 slash 0.9521452670001054
red blue 0 slash 0.6877262320001591
blue yellow 0 slash 0.8206965229999241
red yellow 0 slash 0.5811736729999666
blue blue 1 z 0.9694750269998167
blue blue 1 z 1.4846756130000358
