red red 1 z 0.7782233080000651
green red 0 slash 0.542763218999994
green red 0 slash 1.0652352539999583
yellow green 0 slash 0.9191570079999565
red blue 0 slash 0.694481484999983
red blue 0 slash 1.525869211999975
blue blue 1 z 0.6902747139999974
red yellow 0 slash 0.7094147720000592
blue yellow 0 slash 1.3585964019999892
red blue 0 slash 0.7036724430000731
red red 1 z 0.5504437580000285
red yellow 0 slash 1.125165561000017
green yellow 0 slash 0.8218720959999928
green blue 0 slash 0.886441313999967
yellow yellow 1 z 0.7717362480000247
blue yellow 0 slash 0.6325491380000585
yellow blue 0 slash 1.3492623140000433
red yellow 0 slash 0.6797221919999856
green yellow 0 slash 0.5362527659999614
yellow green 0 slash 0.7295767870000418
