yellow green 0 slash 1.0688166030000161
red green 0 slash 0.6464421599999923
blue red 0 slash 0.6489346670000486
green red 0 slash 0.7965827730000115
yellow green 0 slash 0.8209705460000123
red green 0 slash 0.9757683189999966
red blue 0 slash 0.7699739239999985
yellow blue 0 slash 1.7751200090000339
red green 0 slash 1.0589839400000187
yellow green 0 slash 0.6785952500000008
yellow green 0 slash 3.36106302099995
blue red 0 slash 1.8234593980000113
blue red 0 slash 0.9107773850000171
green red 0 slash 1.6971268589999795
yellow yellow 1 z 0.7942386950000468
green yellow 0 slash 0.7018319800000086
blue yellow 0 slash 0.9013727430000245
green red 0 slash 0.7178401929999723
blue green 0 slash 0.8650026010000147
blue green 0 slash 1.4810969380000074
