green red 0 slash 1.2869110760075273
green yellow 0 slash 0.7894466610014206
blue green 0 slash 0.6210777219966985
green yellow 0 slash 0.605112042001565
red yellow 0 slash 0.6197706679959083
yellow blue 0 slash 0.576560891000554
green red 0 slash 0.776014393006335
red yellow 0 slash 0.6533630959893344
blue yellow 0 slash 0.605690725002205
blue green 0 slash 0.700388068013126
red blue 0 slash 0.6864396379969548
yellow green 0 slash 0.612252063001506
red yellow 0 slash 0.6946602980024181
blue yellow 0 slash 0.6907621560094412
red red 1 z 0.84173726598965
yellow green 0 slash 0.5094243490020745
green yellow 0 slash 0.8491092399926856
red blue 0 slash 0.6265534339909209
red yellow 0 slash 0.6901936280046357
green blue 0 slash 0.7103404460067395
